t	1	2	3	jV0100	jO0300	
2.686	-0.920232	0	0.920232	0.920232	-1.84046	
2.687	-0.922673	0	0.922673	0.922673	-1.84535	
2.688	-0.925077	0	0.925077	0.925077	-1.85015	
2.689	-0.927445	0	0.927445	0.927445	-1.85489	
2.69	-0.929776	0	0.929776	0.929776	-1.85955	
2.691	-0.932071	0	0.932071	0.932071	-1.86414	
2.692	-0.934329	0	0.934329	0.934329	-1.86866	
2.693	-0.93655	0	0.93655	0.93655	-1.8731	
2.694	-0.938734	0	0.938734	0.938734	-1.87747	
2.695	-0.940881	0	0.940881	0.940881	-1.88176	
2.696	-0.942991	0	0.942991	0.942991	-1.88598	
2.697	-0.945063	0	0.945063	0.945063	-1.89013	
2.698	-0.947098	0	0.947098	0.947098	-1.8942	
2.699	-0.949096	0	0.949096	0.949096	-1.89819	
2.7	-0.951057	0	0.951057	0.951057	-1.90211	
2.701	-0.952979	0	0.952979	0.952979	-1.90596	
2.702	-0.954865	0	0.954865	0.954865	-1.90973	
2.703	-0.956712	0	0.956712	0.956712	-1.91342	
2.704	-0.958522	0	0.958522	0.958522	-1.91704	
2.705	-0.960294	0	0.960294	0.960294	-1.92059	
2.706	-0.962028	0	0.962028	0.962028	-1.92406	
2.707	-0.963724	0	0.963724	0.963724	-1.92745	
2.708	-0.965382	0	0.965382	0.965382	-1.93076	
2.709	-0.967001	0	0.967001	0.967001	-1.934	
2.71	-0.968583	0	0.968583	0.968583	-1.93717	
2.711	-0.970127	0	0.970127	0.970127	-1.94025	
2.712	-0.971632	0	0.971632	0.971632	-1.94326	
2.713	-0.973099	0	0.973099	0.973099	-1.9462	
2.714	-0.974527	0	0.974527	0.974527	-1.94905	
2.715	-0.975917	0	0.975917	0.975917	-1.95183	
2.716	-0.977268	0	0.977268	0.977268	-1.95454	
2.717	-0.978581	0	0.978581	0.978581	-1.95716	
2.718	-0.979855	0	0.979855	0.979855	-1.95971	
2.719	-0.981091	0	0.981091	0.981091	-1.96218	
2.72	-0.982287	0	0.982287	0.982287	-1.96457	
2.721	-0.983445	0	0.983445	0.983445	-1.96689	
2.722	-0.984564	0	0.984564	0.984564	-1.96913	
2.723	-0.985645	0	0.985645	0.985645	-1.97129	
2.724	-0.986686	0	0.986686	0.986686	-1.97337	
2.725	-0.987688	0	0.987688	0.987688	-1.97538	
2.726	-0.988652	0	0.988652	0.988652	-1.9773	
2.727	-0.989576	0	0.989576	0.989576	-1.97915	
2.728	-0.990461	0	0.990461	0.990461	-1.98092	
2.729	-0.991308	0	0.991308	0.991308	-1.98262	
2.73	-0.992115	0	0.992115	0.992115	-1.98423	
2.731	-0.992883	0	0.992883	0.992883	-1.98577	
2.732	-0.993611	0	0.993611	0.993611	-1.98722	
2.733	-0.994301	0	0.994301	0.994301	-1.9886	
2.734	-0.994951	0	0.994951	0.994951	-1.9899	
2.735	-0.995562	0	0.995562	0.995562	-1.99112	
2.736	-0.996134	0	0.996134	0.996134	-1.99227	
2.737	-0.996666	0	0.996666	0.996666	-1.99333	
2.738	-0.997159	0	0.997159	0.997159	-1.99432	
2.739	-0.997613	0	0.997613	0.997613	-1.99523	
2.74	-0.998027	0	0.998027	0.998027	-1.99605	
2.741	-0.998402	0	0.998402	0.998402	-1.9968	
2.742	-0.998737	0	0.998737	0.998737	-1.99747	
2.743	-0.999033	0	0.999033	0.999033	-1.99807	
2.744	-0.999289	0	0.999289	0.999289	-1.99858	
2.745	-0.999507	0	0.999507	0.999507	-1.99901	
2.746	-0.999684	0	0.999684	0.999684	-1.99937	
2.747	-0.999822	0	0.999822	0.999822	-1.99964	
2.748	-0.999921	0	0.999921	0.999921	-1.99984	
2.749	-0.99998	0	0.99998	0.99998	-1.99996	
2.75	-1	0	1	1	-2	
2.751	-0.99998	0	0.99998	0.99998	-1.99996	
2.752	-0.999921	0	0.999921	0.999921	-1.99984	
2.753	-0.999822	0	0.999822	0.999822	-1.99964	
2.754	-0.999684	0	0.999684	0.999684	-1.99937	
2.755	-0.999507	0	0.999507	0.999507	-1.99901	
2.756	-0.999289	0	0.999289	0.999289	-1.99858	
2.757	-0.999033	0	0.999033	0.999033	-1.99807	
2.758	-0.998737	0	0.998737	0.998737	-1.99747	
2.759	-0.998402	0	0.998402	0.998402	-1.9968	
2.76	-0.998027	0	0.998027	0.998027	-1.99605	
2.761	-0.997613	0	0.997613	0.997613	-1.99523	
2.762	-0.997159	0	0.997159	0.997159	-1.99432	
2.763	-0.996666	0	0.996666	0.996666	-1.99333	
2.764	-0.996134	0	0.996134	0.996134	-1.99227	
2.765	-0.995562	0	0.995562	0.995562	-1.99112	
2.766	-0.994951	0	0.994951	0.994951	-1.9899	
2.767	-0.994301	0	0.994301	0.994301	-1.9886	
2.768	-0.993611	0	0.993611	0.993611	-1.98722	
2.769	-0.992883	0	0.992883	0.992883	-1.98577	
2.77	-0.992115	0	0.992115	0.992115	-1.98423	
2.771	-0.991308	0	0.991308	0.991308	-1.98262	
2.772	-0.990461	0	0.990461	0.990461	-1.98092	
2.773	-0.989576	0	0.989576	0.989576	-1.97915	
2.774	-0.988652	0	0.988652	0.988652	-1.9773	
2.775	-0.987688	0	0.987688	0.987688	-1.97538	
2.776	-0.986686	0	0.986686	0.986686	-1.97337	
2.777	-0.985645	0	0.985645	0.985645	-1.97129	
2.778	-0.984564	0	0.984564	0.984564	-1.96913	
2.779	-0.983445	0	0.983445	0.983445	-1.96689	
2.78	-0.982287	0	0.982287	0.982287	-1.96457	
2.781	-0.981091	0	0.981091	0.981091	-1.96218	
2.782	-0.979855	0	0.979855	0.979855	-1.95971	
2.783	-0.978581	0	0.978581	0.978581	-1.95716	
2.784	-0.977268	0	0.977268	0.977268	-1.95454	
2.785	-0.975917	0	0.975917	0.975917	-1.95183	
2.786	-0.974527	0	0.974527	0.974527	-1.94905	
2.787	-0.973099	0	0.973099	0.973099	-1.9462	
2.788	-0.971632	0	0.971632	0.971632	-1.94326	
2.789	-0.970127	0	0.970127	0.970127	-1.94025	
2.79	-0.968583	0	0.968583	0.968583	-1.93717	
2.791	-0.967001	0	0.967001	0.967001	-1.934	
2.792	-0.965382	0	0.965382	0.965382	-1.93076	
2.793	-0.963724	0	0.963724	0.963724	-1.92745	
2.794	-0.962028	0	0.962028	0.962028	-1.92406	
2.795	-0.960294	0	0.960294	0.960294	-1.92059	
2.796	-0.958522	0	0.958522	0.958522	-1.91704	
2.797	-0.956712	0	0.956712	0.956712	-1.91342	
2.798	-0.954865	0	0.954865	0.954865	-1.90973	
2.799	-0.952979	0	0.952979	0.952979	-1.90596	
2.8	-0.951057	0	0.951057	0.951057	-1.90211	
2.801	-0.949096	0	0.949096	0.949096	-1.89819	
2.802	-0.947098	0	0.947098	0.947098	-1.8942	
2.803	-0.945063	0	0.945063	0.945063	-1.89013	
2.804	-0.942991	0	0.942991	0.942991	-1.88598	
2.805	-0.940881	0	0.940881	0.940881	-1.88176	
2.806	-0.938734	0	0.938734	0.938734	-1.87747	
2.807	-0.93655	0	0.93655	0.93655	-1.8731	
2.808	-0.934329	0	0.934329	0.934329	-1.86866	
2.809	-0.932071	0	0.932071	0.932071	-1.86414	
2.81	-0.929776	0	0.929776	0.929776	-1.85955	
2.811	-0.927445	0	0.927445	0.927445	-1.85489	
2.812	-0.925077	0	0.925077	0.925077	-1.85015	
2.813	-0.922673	0	0.922673	0.922673	-1.84535	
2.814	-0.920232	0	0.920232	0.920232	-1.84046	
2.815	-0.917755	0	0.917755	0.917755	-1.83551	
2.816	-0.915241	0	0.915241	0.915241	-1.83048	
2.817	-0.912692	0	0.912692	0.912692	-1.82538	
2.818	-0.910106	0	0.910106	0.910106	-1.82021	
2.819	-0.907484	0	0.907484	0.907484	-1.81497	
2.82	-0.904827	0	0.904827	0.904827	-1.80965	
2.821	-0.902134	0	0.902134	0.902134	-1.80427	
2.822	-0.899405	0	0.899405	0.899405	-1.79881	
2.823	-0.896641	0	0.896641	0.896641	-1.79328	
2.824	-0.893841	0	0.893841	0.893841	-1.78768	
2.825	-0.891007	0	0.891007	0.891007	-1.78201	
2.826	-0.888136	0	0.888136	0.888136	-1.77627	
2.827	-0.885231	0	0.885231	0.885231	-1.77046	
2.828	-0.882291	0	0.882291	0.882291	-1.76458	
2.829	-0.879316	0	0.879316	0.879316	-1.75863	
2.83	-0.876307	0	0.876307	0.876307	-1.75261	
2.831	-0.873262	0	0.873262	0.873262	-1.74652	
2.832	-0.870184	0	0.870184	0.870184	-1.74037	
2.833	-0.867071	0	0.867071	0.867071	-1.73414	
2.834	-0.863923	0	0.863923	0.863923	-1.72785	
2.835	-0.860742	0	0.860742	0.860742	-1.72148	
2.836	-0.857527	0	0.857527	0.857527	-1.71505	
2.837	-0.854277	0	0.854277	0.854277	-1.70855	
2.838	-0.850994	0	0.850994	0.850994	-1.70199	
2.839	-0.847678	0	0.847678	0.847678	-1.69536	
2.84	-0.844328	0	0.844328	0.844328	-1.68866	
2.841	-0.840945	0	0.840945	0.840945	-1.68189	
2.842	-0.837528	0	0.837528	0.837528	-1.67506	
2.843	-0.834078	0	0.834078	0.834078	-1.66816	
2.844	-0.830596	0	0.830596	0.830596	-1.66119	
2.845	-0.827081	0	0.827081	0.827081	-1.65416	
2.846	-0.823533	0	0.823533	0.823533	-1.64707	
2.847	-0.819952	0	0.819952	0.819952	-1.6399	
2.848	-0.816339	0	0.816339	0.816339	-1.63268	
2.849	-0.812694	0	0.812694	0.812694	-1.62539	
2.85	-0.809017	0	0.809017	0.809017	-1.61803	
2.851	-0.805308	0	0.805308	0.805308	-1.61062	
2.852	-0.801567	0	0.801567	0.801567	-1.60313	
2.853	-0.797794	0	0.797794	0.797794	-1.59559	
2.854	-0.79399	0	0.79399	0.79399	-1.58798	
2.855	-0.790155	0	0.790155	0.790155	-1.58031	
2.856	-0.786288	0	0.786288	0.786288	-1.57258	
2.857	-0.782391	0	0.782391	0.782391	-1.56478	
2.858	-0.778462	0	0.778462	0.778462	-1.55692	
2.859	-0.774503	0	0.774503	0.774503	-1.54901	
2.86	-0.770513	0	0.770513	0.770513	-1.54103	
2.861	-0.766493	0	0.766493	0.766493	-1.53299	
2.862	-0.762443	0	0.762443	0.762443	-1.52489	
2.863	-0.758362	0	0.758362	0.758362	-1.51672	
2.864	-0.754251	0	0.754251	0.754251	-1.5085	
2.865	-0.750111	0	0.750111	0.750111	-1.50022	
2.866	-0.745941	5.55112e-17	0.745941	0.745941	-1.49188	
2.867	-0.741742	0	0.741742	0.741742	-1.48348	
2.868	-0.737513	0	0.737513	0.737513	-1.47503	
2.869	-0.733255	5.55112e-17	0.733255	0.733255	-1.46651	
2.87	-0.728969	5.55112e-17	0.728969	0.728969	-1.45794	
2.871	-0.724653	0	0.724653	0.724653	-1.44931	
2.872	-0.720309	5.55112e-17	0.720309	0.720309	-1.44062	
2.873	-0.715936	5.55112e-17	0.715936	0.715936	-1.43187	
2.874	-0.711536	0	0.711536	0.711536	-1.42307	
2.875	-0.707107	5.55112e-17	0.707107	0.707107	-1.41421	
2.876	-0.70265	0	0.70265	0.70265	-1.4053	
2.877	-0.698165	5.55112e-17	0.698165	0.698165	-1.39633	
2.878	-0.693653	5.55112e-17	0.693653	0.693653	-1.38731	
2.879	-0.689114	0	0.689114	0.689114	-1.37823	
2.88	-0.684547	0	0.684547	0.684547	-1.36909	
2.881	-0.679953	5.55112e-17	0.679953	0.679953	-1.35991	
2.882	-0.675333	0	0.675333	0.675333	-1.35067	
2.883	-0.670686	5.55112e-17	0.670686	0.670686	-1.34137	
2.884	-0.666012	0	0.666012	0.666012	-1.33202	
2.885	-0.661312	0	0.661312	0.661312	-1.32262	
2.886	-0.656586	0	0.656586	0.656586	-1.31317	
2.887	-0.651834	5.55112e-17	0.651834	0.651834	-1.30367	
2.888	-0.647056	0	0.647056	0.647056	-1.29411	
2.889	-0.642253	5.55112e-17	0.642253	0.642253	-1.28451	
2.89	-0.637424	0	0.637424	0.637424	-1.27485	
2.891	-0.63257	0	0.63257	0.63257	-1.26514	
2.892	-0.627691	0	0.627691	0.627691	-1.25538	
2.893	-0.622788	-5.55112e-17	0.622788	0.622788	-1.24558	
2.894	-0.61786	0	0.61786	0.61786	-1.23572	
2.895	-0.612907	0	0.612907	0.612907	-1.22581	
2.896	-0.60793	0	0.60793	0.60793	-1.21586	
2.897	-0.60293	-5.55112e-17	0.60293	0.60293	-1.20586	
2.898	-0.597905	0	0.597905	0.597905	-1.19581	
2.899	-0.592857	-5.55112e-17	0.592857	0.592857	-1.18571	
2.9	-0.587785	0	0.587785	0.587785	-1.17557	
2.901	-0.58269	-5.55112e-17	0.58269	0.58269	-1.16538	
2.902	-0.577573	-5.55112e-17	0.577573	0.577573	-1.15515	
2.903	-0.572432	0	0.572432	0.572432	-1.14486	
2.904	-0.567269	-5.55112e-17	0.567269	0.567269	-1.13454	
2.905	-0.562083	-5.55112e-17	0.562083	0.562083	-1.12417	
2.906	-0.556876	-5.55112e-17	0.556876	0.556876	-1.11375	
2.907	-0.551646	-5.55112e-17	0.551646	0.551646	-1.10329	
2.908	-0.546394	0	0.546394	0.546394	-1.09279	
2.909	-0.541121	0	0.541121	0.541121	-1.08224	
2.91	-0.535827	0	0.535827	0.535827	-1.07165	
2.911	-0.530511	0	0.530511	0.530511	-1.06102	
2.912	-0.525175	0	0.525175	0.525175	-1.05035	
2.913	-0.519817	0	0.519817	0.519817	-1.03963	
2.914	-0.51444	0	0.51444	0.51444	-1.02888	
2.915	-0.509041	0	0.509041	0.509041	-1.01808	
2.916	-0.503623	-5.55112e-17	0.503623	0.503623	-1.00725	
2.917	-0.498185	0	0.498185	0.498185	-0.99637	
2.918	-0.492727	0	0.492727	0.492727	-0.985455	
2.919	-0.48725	0	0.48725	0.48725	-0.9745	
2.92	-0.481754	0	0.481754	0.481754	-0.963507	
2.921	-0.476238	0	0.476238	0.476238	-0.952476	
2.922	-0.470704	0	0.470704	0.470704	-0.941408	
2.923	-0.465151	0	0.465151	0.465151	-0.930302	
2.924	-0.45958	0	0.45958	0.45958	-0.91916	
2.925	-0.45399	0	0.45399	0.45399	-0.907981	
2.926	-0.448383	0	0.448383	0.448383	-0.896766	
2.927	-0.442758	0	0.442758	0.442758	-0.885516	
2.928	-0.437116	0	0.437116	0.437116	-0.874232	
2.929	-0.431456	0	0.431456	0.431456	-0.862912	
2.93	-0.425779	0	0.425779	0.425779	-0.851559	
2.931	-0.420086	0	0.420086	0.420086	-0.840171	
2.932	-0.414376	0	0.414376	0.414376	-0.828751	
2.933	-0.408649	0	0.408649	0.408649	-0.817298	
2.934	-0.402906	0	0.402906	0.402906	-0.805813	
2.935	-0.397148	0	0.397148	0.397148	-0.794296	
2.936	-0.391374	0	0.391374	0.391374	-0.782747	
2.937	-0.385584	0	0.385584	0.385584	-0.771168	
2.938	-0.379779	0	0.379779	0.379779	-0.759558	
2.939	-0.373959	2.77556e-17	0.373959	0.373959	-0.747918	
2.94	-0.368125	2.77556e-17	0.368125	0.368125	-0.736249	
2.941	-0.362275	0	0.362275	0.362275	-0.724551	
2.942	-0.356412	2.77556e-17	0.356412	0.356412	-0.712824	
2.943	-0.350534	0	0.350534	0.350534	-0.701069	
2.944	-0.344643	2.77556e-17	0.344643	0.344643	-0.689286	
2.945	-0.338738	2.77556e-17	0.338738	0.338738	-0.677476	
2.946	-0.33282	0	0.33282	0.33282	-0.665639	
2.947	-0.326888	0	0.326888	0.326888	-0.653776	
2.948	-0.320944	2.77556e-17	0.320944	0.320944	-0.641887	
2.949	-0.314987	2.77556e-17	0.314987	0.314987	-0.629973	
2.95	-0.309017	0	0.309017	0.309017	-0.618034	
2.951	-0.303035	0	0.303035	0.303035	-0.606071	
2.952	-0.297042	-2.77556e-17	0.297042	0.297042	-0.594083	
2.953	-0.291036	-2.77556e-17	0.291036	0.291036	-0.582072	
2.954	-0.285019	0	0.285019	0.285019	-0.570039	
2.955	-0.278991	0	0.278991	0.278991	-0.557982	
2.956	-0.272952	-2.77556e-17	0.272952	0.272952	-0.545904	
2.957	-0.266902	-2.77556e-17	0.266902	0.266902	-0.533804	
2.958	-0.260842	-2.77556e-17	0.260842	0.260842	-0.521683	
2.959	-0.254771	0	0.254771	0.254771	-0.509541	
2.96	-0.24869	0	0.24869	0.24869	-0.49738	
2.961	-0.242599	0	0.242599	0.242599	-0.485198	
2.962	-0.236499	0	0.236499	0.236499	-0.472998	
2.963	-0.230389	0	0.230389	0.230389	-0.460779	
2.964	-0.224271	0	0.224271	0.224271	-0.448542	
2.965	-0.218143	0	0.218143	0.218143	-0.436286	
2.966	-0.212007	0	0.212007	0.212007	-0.424014	
2.967	-0.205863	0	0.205863	0.205863	-0.411725	
2.968	-0.19971	0	0.19971	0.19971	-0.39942	
2.969	-0.193549	0	0.193549	0.193549	-0.387099	
2.97	-0.187381	1.38778e-17	0.187381	0.187381	-0.374763	
2.971	-0.181206	1.38778e-17	0.181206	0.181206	-0.362412	
2.972	-0.175023	1.38778e-17	0.175023	0.175023	-0.350046	
2.973	-0.168833	0	0.168833	0.168833	-0.337667	
2.974	-0.162637	0	0.162637	0.162637	-0.325274	
2.975	-0.156434	1.38778e-17	0.156434	0.156434	-0.312869	
2.976	-0.150226	0	0.150226	0.150226	-0.300451	
2.977	-0.144011	-1.38778e-17	0.144011	0.144011	-0.288022	
2.978	-0.13779	-1.38778e-17	0.13779	0.13779	-0.275581	
2.979	-0.131564	0	0.131564	0.131564	-0.263129	
2.98	-0.125333	0	0.125333	0.125333	-0.250666	
2.981	-0.119097	0	0.119097	0.119097	-0.238194	
2.982	-0.112856	0	0.112856	0.112856	-0.225713	
2.983	-0.106611	0	0.106611	0.106611	-0.213222	
2.984	-0.100362	0	0.100362	0.100362	-0.200723	
2.985	-0.0941083	0	0.0941083	0.0941083	-0.188217	
2.986	-0.0878512	0	0.0878512	0.0878512	-0.175702	
2.987	-0.0815906	6.93889e-18	0.0815906	0.0815906	-0.163181	
2.988	-0.0753268	-6.93889e-18	0.0753268	0.0753268	-0.150654	
2.989	-0.06906	0	0.06906	0.06906	-0.13812	
2.99	-0.0627905	0	0.0627905	0.0627905	-0.125581	
2.991	-0.0565185	0	0.0565185	0.0565185	-0.113037	
2.992	-0.0502443	0	0.0502443	0.0502443	-0.100489	
2.993	-0.0439681	0	0.0439681	0.0439681	-0.0879362	
2.994	-0.0376902	0	0.0376902	0.0376902	-0.0753804	
2.995	-0.0314108	0	0.0314108	0.0314108	-0.0628215	
2.996	-0.0251301	0	0.0251301	0.0251301	-0.0502602	
2.997	-0.0188484	-1.73472e-18	0.0188484	0.0188484	-0.0376969	
2.998	-0.012566	0	0.012566	0.012566	-0.0251321	
2.999	-0.00628314	0	0.00628314	0.00628314	-0.0125663	
3	-1.37919e-12	0	1.37919e-12	1.37919e-12	-2.75838e-12	
3.001	0.00628314	0	-0.00628314	-0.00628314	0.0125663	
3.002	0.012566	0	-0.012566	-0.012566	0.0251321	
3.003	0.0188484	1.73472e-18	-0.0188484	-0.0188484	0.0376969	
3.004	0.0251301	0	-0.0251301	-0.0251301	0.0502602	
3.005	0.0314108	3.46945e-18	-0.0314108	-0.0314108	0.0628215	
3.006	0.0376902	0	-0.0376902	-0.0376902	0.0753804	
3.007	0.0439681	0	-0.0439681	-0.0439681	0.0879362	
3.008	0.0502443	0	-0.0502443	-0.0502443	0.100489	
3.009	0.0565185	0	-0.0565185	-0.0565185	0.113037	
3.01	0.0627905	0	-0.0627905	-0.0627905	0.125581	
3.011	0.06906	0	-0.06906	-0.06906	0.13812	
3.012	0.0753268	0	-0.0753268	-0.0753268	0.150654	
3.013	0.0815906	-6.93889e-18	-0.0815906	-0.0815906	0.163181	
3.014	0.0878512	0	-0.0878512	-0.0878512	0.175702	
3.015	0.0941083	0	-0.0941083	-0.0941083	0.188217	
3.016	0.100362	0	-0.100362	-0.100362	0.200723	
3.017	0.106611	0	-0.106611	-0.106611	0.213222	
3.018	0.112856	0	-0.112856	-0.112856	0.225713	
3.019	0.119097	0	-0.119097	-0.119097	0.238194	
3.02	0.125333	1.38778e-17	-0.125333	-0.125333	0.250666	
3.021	0.131564	1.38778e-17	-0.131564	-0.131564	0.263129	
3.022	0.13779	0	-0.13779	-0.13779	0.275581	
3.023	0.144011	0	-0.144011	-0.144011	0.288022	
3.024	0.150226	1.38778e-17	-0.150226	-0.150226	0.300451	
3.025	0.156434	-1.38778e-17	-0.156434	-0.156434	0.312869	
3.026	0.162637	0	-0.162637	-0.162637	0.325274	
3.027	0.168833	0	-0.168833	-0.168833	0.337667	
3.028	0.175023	0	-0.175023	-0.175023	0.350046	
3.029	0.181206	0	-0.181206	-0.181206	0.362412	
3.03	0.187381	-1.38778e-17	-0.187381	-0.187381	0.374763	
3.031	0.193549	0	-0.193549	-0.193549	0.387099	
3.032	0.19971	0	-0.19971	-0.19971	0.39942	
3.033	0.205863	0	-0.205863	-0.205863	0.411725	
3.034	0.212007	0	-0.212007	-0.212007	0.424014	
3.035	0.218143	0	-0.218143	-0.218143	0.436286	
3.036	0.224271	0	-0.224271	-0.224271	0.448542	
3.037	0.230389	0	-0.230389	-0.230389	0.460779	
3.038	0.236499	0	-0.236499	-0.236499	0.472998	
3.039	0.242599	0	-0.242599	-0.242599	0.485198	
3.04	0.24869	0	-0.24869	-0.24869	0.49738	
3.041	0.254771	2.77556e-17	-0.254771	-0.254771	0.509541	
3.042	0.260842	2.77556e-17	-0.260842	-0.260842	0.521683	
3.043	0.266902	0	-0.266902	-0.266902	0.533804	
3.044	0.272952	0	-0.272952	-0.272952	0.545904	
3.045	0.278991	2.77556e-17	-0.278991	-0.278991	0.557982	
3.046	0.285019	0	-0.285019	-0.285019	0.570039	
3.047	0.291036	0	-0.291036	-0.291036	0.582072	
3.048	0.297042	0	-0.297042	-0.297042	0.594083	
3.049	0.303035	2.77556e-17	-0.303035	-0.303035	0.606071	
3.05	0.309017	2.77556e-17	-0.309017	-0.309017	0.618034	
3.051	0.314987	0	-0.314987	-0.314987	0.629973	
3.052	0.320944	-2.77556e-17	-0.320944	-0.320944	0.641887	
3.053	0.326888	0	-0.326888	-0.326888	0.653776	
3.054	0.33282	0	-0.33282	-0.33282	0.665639	
3.055	0.338738	0	-0.338738	-0.338738	0.677476	
3.056	0.344643	0	-0.344643	-0.344643	0.689286	
3.057	0.350534	-2.77556e-17	-0.350534	-0.350534	0.701069	
3.058	0.356412	0	-0.356412	-0.356412	0.712824	
3.059	0.362275	-2.77556e-17	-0.362275	-0.362275	0.724551	
3.06	0.368125	-2.77556e-17	-0.368125	-0.368125	0.736249	
3.061	0.373959	0	-0.373959	-0.373959	0.747918	
3.062	0.379779	0	-0.379779	-0.379779	0.759558	
3.063	0.385584	0	-0.385584	-0.385584	0.771168	
3.064	0.391374	0	-0.391374	-0.391374	0.782747	
3.065	0.397148	0	-0.397148	-0.397148	0.794296	
3.066	0.402906	0	-0.402906	-0.402906	0.805813	
3.067	0.408649	0	-0.408649	-0.408649	0.817298	
3.068	0.414376	0	-0.414376	-0.414376	0.828751	
3.069	0.420086	0	-0.420086	-0.420086	0.840171	
3.07	0.425779	0	-0.425779	-0.425779	0.851559	
3.071	0.431456	0	-0.431456	-0.431456	0.862912	
3.072	0.437116	0	-0.437116	-0.437116	0.874232	
3.073	0.442758	0	-0.442758	-0.442758	0.885516	
3.074	0.448383	0	-0.448383	-0.448383	0.896766	
3.075	0.45399	0	-0.45399	-0.45399	0.907981	
3.076	0.45958	0	-0.45958	-0.45958	0.91916	
3.077	0.465151	0	-0.465151	-0.465151	0.930302	
3.078	0.470704	0	-0.470704	-0.470704	0.941408	
3.079	0.476238	0	-0.476238	-0.476238	0.952476	
3.08	0.481754	0	-0.481754	-0.481754	0.963507	
3.081	0.48725	0	-0.48725	-0.48725	0.9745	
3.082	0.492727	0	-0.492727	-0.492727	0.985455	
3.083	0.498185	0	-0.498185	-0.498185	0.99637	
3.084	0.503623	5.55112e-17	-0.503623	-0.503623	1.00725	
3.085	0.509041	5.55112e-17	-0.509041	-0.509041	1.01808	
3.086	0.51444	0	-0.51444	-0.51444	1.02888	
3.087	0.519817	0	-0.519817	-0.519817	1.03963	
3.088	0.525175	5.55112e-17	-0.525175	-0.525175	1.05035	
3.089	0.530511	0	-0.530511	-0.530511	1.06102	
3.09	0.535827	0	-0.535827	-0.535827	1.07165	
3.091	0.541121	0	-0.541121	-0.541121	1.08224	
3.092	0.546394	0	-0.546394	-0.546394	1.09279	
3.093	0.551646	5.55112e-17	-0.551646	-0.551646	1.10329	
3.094	0.556876	5.55112e-17	-0.556876	-0.556876	1.11375	
3.095	0.562083	0	-0.562083	-0.562083	1.12417	
3.096	0.567269	0	-0.567269	-0.567269	1.13454	
3.097	0.572432	0	-0.572432	-0.572432	1.14486	
3.098	0.577573	5.55112e-17	-0.577573	-0.577573	1.15515	
3.099	0.58269	0	-0.58269	-0.58269	1.16538	
3.1	0.587785	5.55112e-17	-0.587785	-0.587785	1.17557	
3.101	0.592857	0	-0.592857	-0.592857	1.18571	
3.102	0.597905	0	-0.597905	-0.597905	1.19581	
3.103	0.60293	0	-0.60293	-0.60293	1.20586	
3.104	0.60793	0	-0.60793	-0.60793	1.21586	
3.105	0.612907	0	-0.612907	-0.612907	1.22581	
3.106	0.61786	0	-0.61786	-0.61786	1.23572	
3.107	0.622788	0	-0.622788	-0.622788	1.24558	
3.108	0.627691	-5.55112e-17	-0.627691	-0.627691	1.25538	
3.109	0.63257	-5.55112e-17	-0.63257	-0.63257	1.26514	
3.11	0.637424	0	-0.637424	-0.637424	1.27485	
3.111	0.642253	-5.55112e-17	-0.642253	-0.642253	1.28451	
3.112	0.647056	0	-0.647056	-0.647056	1.29411	
3.113	0.651834	0	-0.651834	-0.651834	1.30367	
3.114	0.656586	0	-0.656586	-0.656586	1.31317	
3.115	0.661312	0	-0.661312	-0.661312	1.32262	
3.116	0.666012	0	-0.666012	-0.666012	1.33202	
3.117	0.670686	-5.55112e-17	-0.670686	-0.670686	1.34137	
3.118	0.675333	0	-0.675333	-0.675333	1.35067	
3.119	0.679953	0	-0.679953	-0.679953	1.35991	
3.12	0.684547	0	-0.684547	-0.684547	1.36909	
3.121	0.689114	-5.55112e-17	-0.689114	-0.689114	1.37823	
3.122	0.693653	0	-0.693653	-0.693653	1.38731	
3.123	0.698165	0	-0.698165	-0.698165	1.39633	
3.124	0.70265	-5.55112e-17	-0.70265	-0.70265	1.4053	
3.125	0.707107	-5.55112e-17	-0.707107	-0.707107	1.41421	
3.126	0.711536	-5.55112e-17	-0.711536	-0.711536	1.42307	
3.127	0.715936	-5.55112e-17	-0.715936	-0.715936	1.43187	
3.128	0.720309	0	-0.720309	-0.720309	1.44062	
3.129	0.724653	0	-0.724653	-0.724653	1.44931	
3.13	0.728969	0	-0.728969	-0.728969	1.45794	
3.131	0.733255	-5.55112e-17	-0.733255	-0.733255	1.46651	
3.132	0.737513	0	-0.737513	-0.737513	1.47503	
3.133	0.741742	0	-0.741742	-0.741742	1.48348	
3.134	0.745941	0	-0.745941	-0.745941	1.49188	
3.135	0.750111	0	-0.750111	-0.750111	1.50022	
3.136	0.754251	0	-0.754251	-0.754251	1.5085	
3.137	0.758362	0	-0.758362	-0.758362	1.51672	
3.138	0.762443	0	-0.762443	-0.762443	1.52489	
3.139	0.766493	0	-0.766493	-0.766493	1.53299	
3.14	0.770513	0	-0.770513	-0.770513	1.54103	
3.141	0.774503	0	-0.774503	-0.774503	1.54901	
3.142	0.778462	0	-0.778462	-0.778462	1.55692	
3.143	0.782391	0	-0.782391	-0.782391	1.56478	
3.144	0.786288	0	-0.786288	-0.786288	1.57258	
3.145	0.790155	0	-0.790155	-0.790155	1.58031	
3.146	0.79399	0	-0.79399	-0.79399	1.58798	
