t 1 2 jL0100 jV0200 
0.007061 3.49584 2.03591 1.45993 -1.45993
0.007062 3.51912 2.05714 1.46198 -1.46198
0.007063 3.54234 2.07829 1.46404 -1.46404
0.007064 3.56549 2.09936 1.46613 -1.46613
0.007065 3.58859 2.12035 1.46824 -1.46824
0.007066 3.61163 2.14125 1.47037 -1.47037
0.007067 3.6346 2.16207 1.47252 -1.47252
0.007068 3.6575 2.18281 1.4747 -1.4747
0.007069 3.68034 2.20345 1.47689 -1.47689
0.00707 3.70312 2.22401 1.4791 -1.4791
0.007071 3.72582 2.24449 1.48134 -1.48134
0.007072 3.74846 2.26487 1.48359 -1.48359
0.007073 3.77103 2.28517 1.48587 -1.48587
0.007074 3.79353 2.30537 1.48816 -1.48816
0.007075 3.81596 2.32548 1.49048 -1.49048
0.007076 3.83832 2.34551 1.49281 -1.49281
0.007077 3.8606 2.36544 1.49517 -1.49517
0.007078 3.88282 2.38527 1.49754 -1.49754
0.007079 3.90495 2.40501 1.49994 -1.49994
0.00708 3.92701 2.42466 1.50235 -1.50235
0.007081 3.949 2.44421 1.50479 -1.50479
0.007082 3.97091 2.46367 1.50724 -1.50724
0.007083 3.99274 2.48302 1.50972 -1.50972
0.007084 4.01449 2.50228 1.51221 -1.51221
0.007085 4.03617 2.52145 1.51472 -1.51472
0.007086 4.05776 2.54051 1.51725 -1.51725
0.007087 4.07927 2.55947 1.5198 -1.5198
0.007088 4.1007 2.57833 1.52237 -1.52237
0.007089 4.12204 2.59709 1.52496 -1.52496
0.00709 4.14331 2.61574 1.52756 -1.52756
0.007091 4.16449 2.6343 1.53019 -1.53019
0.007092 4.18558 2.65274 1.53283 -1.53283
0.007093 4.20658 2.67109 1.5355 -1.5355
0.007094 4.2275 2.68933 1.53818 -1.53818
0.007095 4.24833 2.70746 1.54087 -1.54087
0.007096 4.26908 2.72549 1.54359 -1.54359
0.007097 4.28973 2.7434 1.54632 -1.54632
0.007098 4.31029 2.76121 1.54908 -1.54908
0.007099 4.33076 2.77892 1.55185 -1.55185
0.0071 4.35114 2.79651 1.55463 -1.55463
0.007101 4.37143 2.81399 1.55744 -1.55744
0.007102 4.39162 2.83136 1.56026 -1.56026
0.007103 4.41172 2.84862 1.5631 -1.5631
0.007104 4.43172 2.86576 1.56596 -1.56596
0.007105 4.45163 2.88279 1.56883 -1.56883
0.007106 4.47144 2.89971 1.57173 -1.57173
0.007107 4.49115 2.91652 1.57463 -1.57463
0.007108 4.51077 2.93321 1.57756 -1.57756
0.007109 4.53028 2.94978 1.5805 -1.5805
0.00711 4.5497 2.96624 1.58346 -1.58346
0.007111 4.56901 2.98258 1.58643 -1.58643
0.007112 4.58822 2.9988 1.58942 -1.58942
0.007113 4.60733 3.01491 1.59243 -1.59243
0.007114 4.62634 3.03089 1.59545 -1.59545
0.007115 4.64525 3.04676 1.59849 -1.59849
0.007116 4.66405 3.0625 1.60155 -1.60155
0.007117 4.68274 3.07813 1.60462 -1.60462
0.007118 4.70133 3.09363 1.6077 -1.6077
0.007119 4.71981 3.10901 1.6108 -1.6108
0.00712 4.73819 3.12427 1.61392 -1.61392
0.007121 4.75646 3.1394 1.61705 -1.61705
0.007122 4.77461 3.15441 1.6202 -1.6202
0.007123 4.79266 3.1693 1.62336 -1.62336
0.007124 4.8106 3.18406 1.62654 -1.62654
0.007125 4.82843 3.1987 1.62973 -1.62973
0.007126 4.84614 3.21321 1.63293 -1.63293
0.007127 4.86375 3.22759 1.63616 -1.63616
0.007128 4.88124 3.24185 1.63939 -1.63939
0.007129 4.89861 3.25597 1.64264 -1.64264
0.00713 4.91587 3.26997 1.6459 -1.6459
0.007131 4.93302 3.28384 1.64918 -1.64918
0.007132 4.95005 3.29758 1.65247 -1.65247
0.007133 4.96697 3.31119 1.65577 -1.65577
0.007134 4.98376 3.32467 1.65909 -1.65909
0.007135 5.00044 3.33802 1.66242 -1.66242
0.007136 5.01701 3.35124 1.66577 -1.66577
0.007137 5.03345 3.36432 1.66913 -1.66913
0.007138 5.04977 3.37727 1.6725 -1.6725
0.007139 5.06597 3.39009 1.67588 -1.67588
0.00714 5.08205 3.40278 1.67928 -1.67928
0.007141 5.09801 3.41533 1.68269 -1.68269
0.007142 5.11385 3.42774 1.68611 -1.68611
0.007143 5.12956 3.44002 1.68954 -1.68954
0.007144 5.14515 3.45217 1.69299 -1.69299
0.007145 5.16062 3.46417 1.69645 -1.69645
0.007146 5.17596 3.47605 1.69992 -1.69992
0.007147 5.19118 3.48778 1.7034 -1.7034
0.007148 5.20627 3.49938 1.70689 -1.70689
0.007149 5.22123 3.51084 1.7104 -1.7104
0.00715 5.23607 3.52216 1.71391 -1.71391
0.007151 5.25078 3.53334 1.71744 -1.71744
0.007152 5.26536 3.54438 1.72098 -1.72098
0.007153 5.27981 3.55528 1.72453 -1.72453
0.007154 5.29413 3.56604 1.72809 -1.72809
0.007155 5.30832 3.57666 1.73166 -1.73166
0.007156 5.32238 3.58714 1.73524 -1.73524
0.007157 5.33631 3.59748 1.73884 -1.73884
0.007158 5.35011 3.60767 1.74244 -1.74244
0.007159 5.36378 3.61773 1.74605 -1.74605
0.00716 5.37731 3.62764 1.74967 -1.74967
0.007161 5.39071 3.63741 1.75331 -1.75331
0.007162 5.40398 3.64703 1.75695 -1.75695
0.007163 5.41711 3.65651 1.7606 -1.7606
0.007164 5.43011 3.66585 1.76426 -1.76426
0.007165 5.44297 3.67504 1.76793 -1.76793
0.007166 5.45569 3.68408 1.77161 -1.77161
0.007167 5.46828 3.69298 1.7753 -1.7753
0.007168 5.48074 3.70174 1.779 -1.779
0.007169 5.49305 3.71035 1.7827 -1.7827
0.00717 5.50523 3.71881 1.78642 -1.78642
0.007171 5.51727 3.72713 1.79014 -1.79014
0.007172 5.52916 3.73529 1.79387 -1.79387
0.007173 5.54093 3.74331 1.79761 -1.79761
0.007174 5.55255 3.75119 1.80136 -1.80136
0.007175 5.56403 3.75891 1.80511 -1.80511
0.007176 5.57537 3.76649 1.80888 -1.80888
0.007177 5.58656 3.77392 1.81265 -1.81265
0.007178 5.59762 3.7812 1.81642 -1.81642
0.007179 5.60854 3.78833 1.82021 -1.82021
0.00718 5.61931 3.79531 1.824 -1.824
0.007181 5.62994 3.80214 1.8278 -1.8278
0.007182 5.64042 3.80882 1.8316 -1.8316
0.007183 5.65077 3.81535 1.83542 -1.83542
0.007184 5.66096 3.82173 1.83923 -1.83923
0.007185 5.67102 3.82796 1.84306 -1.84306
0.007186 5.68093 3.83404 1.84689 -1.84689
0.007187 5.69069 3.83996 1.85073 -1.85073
0.007188 5.70031 3.84574 1.85457 -1.85457
0.007189 5.70978 3.85136 1.85842 -1.85842
0.00719 5.71911 3.85683 1.86227 -1.86227
0.007191 5.72828 3.86215 1.86613 -1.86613
0.007192 5.73732 3.86732 1.87 -1.87
0.007193 5.7462 3.87233 1.87387 -1.87387
0.007194 5.75494 3.87719 1.87774 -1.87774
0.007195 5.76352 3.8819 1.88162 -1.88162
0.007196 5.77196 3.88646 1.88551 -1.88551
0.007197 5.78025 3.89086 1.88939 -1.88939
0.007198 5.78839 3.89511 1.89329 -1.89329
0.007199 5.79638 3.8992 1.89718 -1.89718
0.0072 5.80423 3.90314 1.90109 -1.90109
0.007201 5.81192 3.90693 1.90499 -1.90499
0.007202 5.81946 3.91056 1.9089 -1.9089
0.007203 5.82685 3.91404 1.91281 -1.91281
0.007204 5.83409 3.91736 1.91673 -1.91673
0.007205 5.84117 3.92053 1.92065 -1.92065
0.007206 5.84811 3.92354 1.92457 -1.92457
0.007207 5.85489 3.9264 1.92849 -1.92849
0.007208 5.86153 3.92911 1.93242 -1.93242
0.007209 5.86801 3.93165 1.93635 -1.93635
0.00721 5.87433 3.93405 1.94028 -1.94028
0.007211 5.88051 3.93629 1.94422 -1.94422
0.007212 5.88653 3.93837 1.94816 -1.94816
0.007213 5.89239 3.9403 1.9521 -1.9521
0.007214 5.89811 3.94207 1.95604 -1.95604
0.007215 5.90367 3.94369 1.95998 -1.95998
0.007216 5.90907 3.94515 1.96392 -1.96392
0.007217 5.91432 3.94645 1.96787 -1.96787
0.007218 5.91942 3.9476 1.97182 -1.97182
0.007219 5.92436 3.9486 1.97577 -1.97577
0.00722 5.92915 3.94943 1.97971 -1.97971
0.007221 5.93378 3.95012 1.98366 -1.98366
0.007222 5.93826 3.95064 1.98761 -1.98761
0.007223 5.94258 3.95101 1.99157 -1.99157
0.007224 5.94674 3.95123 1.99552 -1.99552
0.007225 5.95075 3.95129 1.99947 -1.99947
0.007226 5.95461 3.95119 2.00342 -2.00342
0.007227 5.9583 3.95093 2.00737 -2.00737
0.007228 5.96185 3.95052 2.01132 -2.01132
0.007229 5.96523 3.94996 2.01527 -2.01527
0.00723 5.96846 3.94924 2.01922 -2.01922
0.007231 5.97153 3.94836 2.02317 -2.02317
0.007232 5.97445 3.94733 2.02712 -2.02712
0.007233 5.9772 3.94614 2.03106 -2.03106
0.007234 5.9798 3.94479 2.03501 -2.03501
0.007235 5.98225 3.94329 2.03895 -2.03895
0.007236 5.98453 3.94164 2.0429 -2.0429
0.007237 5.98666 3.93983 2.04684 -2.04684
0.007238 5.98864 3.93786 2.05078 -2.05078
0.007239 5.99045 3.93574 2.05471 -2.05471
0.00724 5.99211 3.93346 2.05865 -2.05865
0.007241 5.99361 3.93103 2.06258 -2.06258
0.007242 5.99495 3.92844 2.06651 -2.06651
0.007243 5.99613 3.9257 2.07044 -2.07044
0.007244 5.99716 3.9228 2.07436 -2.07436
0.007245 5.99803 3.91974 2.07828 -2.07828
0.007246 5.99874 3.91654 2.0822 -2.0822
0.007247 5.99929 3.91317 2.08611 -2.08611
0.007248 5.99968 3.90966 2.09003 -2.09003
0.007249 5.99992 3.90599 2.09393 -2.09393
0.00725 6 3.90216 2.09784 -2.09784
0.007251 5.99992 3.89818 2.10174 -2.10174
0.007252 5.99968 3.89405 2.10563 -2.10563
0.007253 5.99929 3.88976 2.10953 -2.10953
0.007254 5.99874 3.88532 2.11341 -2.11341
0.007255 5.99803 3.88073 2.1173 -2.1173
0.007256 5.99716 3.87598 2.12118 -2.12118
0.007257 5.99613 3.87108 2.12505 -2.12505
0.007258 5.99495 3.86603 2.12892 -2.12892
0.007259 5.99361 3.86083 2.13278 -2.13278
0.00726 5.99211 3.85547 2.13664 -2.13664
0.007261 5.99045 3.84996 2.14049 -2.14049
0.007262 5.98864 3.8443 2.14434 -2.14434
0.007263 5.98666 3.83848 2.14818 -2.14818
0.007264 5.98453 3.83252 2.15202 -2.15202
0.007265 5.98225 3.8264 2.15585 -2.15585
0.007266 5.9798 3.82014 2.15967 -2.15967
0.007267 5.9772 3.81372 2.16349 -2.16349
0.007268 5.97445 3.80715 2.1673 -2.1673
0.007269 5.97153 3.80043 2.1711 -2.1711
0.00727 5.96846 3.79356 2.1749 -2.1749
0.007271 5.96523 3.78654 2.17869 -2.17869
0.007272 5.96185 3.77938 2.18247 -2.18247
0.007273 5.9583 3.77206 2.18625 -2.18625
0.007274 5.95461 3.76459 2.19001 -2.19001
0.007275 5.95075 3.75698 2.19377 -2.19377
0.007276 5.94674 3.74922 2.19753 -2.19753
0.007277 5.94258 3.74131 2.20127 -2.20127
0.007278 5.93826 3.73325 2.20501 -2.20501
0.007279 5.93378 3.72504 2.20874 -2.20874
0.00728 5.92915 3.71669 2.21246 -2.21246
0.007281 5.92436 3.70819 2.21617 -2.21617
0.007282 5.91942 3.69954 2.21988 -2.21988
0.007283 5.91432 3.69075 2.22357 -2.22357
0.007284 5.90907 3.68181 2.22726 -2.22726
0.007285 5.90367 3.67273 2.23093 -2.23093
0.007286 5.89811 3.6635 2.2346 -2.2346
0.007287 5.89239 3.65413 2.23826 -2.23826
0.007288 5.88653 3.64462 2.24191 -2.24191
0.007289 5.88051 3.63496 2.24555 -2.24555
0.00729 5.87433 3.62515 2.24918 -2.24918
0.007291 5.86801 3.6152 2.2528 -2.2528
0.007292 5.86153 3.60512 2.25641 -2.25641
0.007293 5.85489 3.59488 2.26001 -2.26001
0.007294 5.84811 3.58451 2.2636 -2.2636
0.007295 5.84117 3.57399 2.26718 -2.26718
0.007296 5.83409 3.56334 2.27075 -2.27075
0.007297 5.82685 3.55254 2.27431 -2.27431
0.007298 5.81946 3.5416 2.27785 -2.27785
0.007299 5.81192 3.53053 2.28139 -2.28139
0.0073 5.80423 3.51931 2.28492 -2.28492
0.007301 5.79638 3.50796 2.28843 -2.28843
0.007302 5.78839 3.49646 2.29193 -2.29193
0.007303 5.78025 3.48483 2.29542 -2.29542
0.007304 5.77196 3.47306 2.2989 -2.2989
0.007305 5.76352 3.46116 2.30237 -2.30237
0.007306 5.75494 3.44911 2.30582 -2.30582
0.007307 5.7462 3.43693 2.30927 -2.30927
0.007308 5.73732 3.42462 2.3127 -2.3127
0.007309 5.72828 3.41217 2.31611 -2.31611
0.00731 5.71911 3.39959 2.31952 -2.31952
0.007311 5.70978 3.38687 2.32291 -2.32291
0.007312 5.70031 3.37401 2.32629 -2.32629
0.007313 5.69069 3.36103 2.32966 -2.32966
0.007314 5.68093 3.34791 2.33302 -2.33302
0.007315 5.67102 3.33466 2.33636 -2.33636
0.007316 5.66096 3.32128 2.33969 -2.33969
0.007317 5.65077 3.30777 2.343 -2.343
0.007318 5.64042 3.29412 2.3463 -2.3463
0.007319 5.62994 3.28035 2.34959 -2.34959
0.00732 5.61931 3.26645 2.35286 -2.35286
0.007321 5.60854 3.25241 2.35612 -2.35612
0.007322 5.59762 3.23825 2.35937 -2.35937
0.007323 5.58656 3.22397 2.3626 -2.3626
0.007324 5.57537 3.20955 2.36581 -2.36581
0.007325 5.56403 3.19501 2.36902 -2.36902
0.007326 5.55255 3.18034 2.3722 -2.3722
0.007327 5.54093 3.16555 2.37538 -2.37538
0.007328 5.52916 3.15063 2.37854 -2.37854
0.007329 5.51727 3.13559 2.38168 -2.38168
0.00733 5.50523 3.12042 2.38481 -2.38481
0.007331 5.49305 3.10513 2.38792 -2.38792
0.007332 5.48074 3.08972 2.39102 -2.39102
0.007333 5.46828 3.07418 2.3941 -2.3941
0.007334 5.45569 3.05853 2.39717 -2.39717
0.007335 5.44297 3.04275 2.40022 -2.40022
0.007336 5.43011 3.02686 2.40325 -2.40325
0.007337 5.41711 3.01084 2.40627 -2.40627
0.007338 5.40398 2.99471 2.40927 -2.40927
0.007339 5.39071 2.97845 2.41226 -2.41226
0.00734 5.37731 2.96208 2.41523 -2.41523
0.007341 5.36378 2.9456 2.41818 -2.41818
0.007342 5.35011 2.92899 2.42112 -2.42112
0.007343 5.33631 2.91227 2.42404 -2.42404
0.007344 5.32238 2.89544 2.42694 -2.42694
0.007345 5.30832 2.87849 2.42983 -2.42983
0.007346 5.29413 2.86143 2.4327 -2.4327
0.007347 5.27981 2.84425 2.43555 -2.43555
0.007348 5.26536 2.82697 2.43839 -2.43839
0.007349 5.25078 2.80957 2.44121 -2.44121
0.00735 5.23607 2.79206 2.44401 -2.44401
0.007351 5.22123 2.77444 2.44679 -2.44679
0.007352 5.20627 2.75671 2.44956 -2.44956
0.007353 5.19118 2.73887 2.45231 -2.45231
0.007354 5.17596 2.72093 2.45504 -2.45504
0.007355 5.16062 2.70287 2.45775 -2.45775
0.007356 5.14515 2.68471 2.46044 -2.46044
0.007357 5.12956 2.66645 2.46312 -2.46312
0.007358 5.11385 2.64808 2.46577 -2.46577
0.007359 5.09801 2.6296 2.46841 -2.46841
0.00736 5.08205 2.61102 2.47103 -2.47103
0.007361 5.06597 2.59234 2.47363 -2.47363
0.007362 5.04977 2.57355 2.47622 -2.47622
0.007363 5.03345 2.55467 2.47878 -2.47878
0.007364 5.01701 2.53568 2.48133 -2.48133
0.007365 5.00044 2.51659 2.48385 -2.48385
0.007366 4.98376 2.4974 2.48636 -2.48636
0.007367 4.96697 2.47812 2.48885 -2.48885
0.007368 4.95005 2.45874 2.49132 -2.49132
0.007369 4.93302 2.43926 2.49377 -2.49377
0.00737 4.91587 2.41968 2.49619 -2.49619
0.007371 4.89861 2.40001 2.4986 -2.4986
0.007372 4.88124 2.38024 2.50099 -2.50099
0.007373 4.86375 2.36038 2.50337 -2.50337
0.007374 4.84614 2.34043 2.50572 -2.50572
0.007375 4.82843 2.32038 2.50805 -2.50805
0.007376 4.8106 2.30024 2.51036 -2.51036
0.007377 4.79266 2.28002 2.51265 -2.51265
0.007378 4.77461 2.2597 2.51492 -2.51492
0.007379 4.75646 2.23929 2.51717 -2.51717
0.00738 4.73819 2.21879 2.51939 -2.51939
0.007381 4.71981 2.19821 2.5216 -2.5216
0.007382 4.70133 2.17754 2.52379 -2.52379
0.007383 4.68274 2.15678 2.52596 -2.52596
0.007384 4.66405 2.13594 2.5281 -2.5281
0.007385 4.64525 2.11502 2.53023 -2.53023
0.007386 4.62634 2.09401 2.53233 -2.53233
0.007387 4.60733 2.07292 2.53442 -2.53442
0.007388 4.58822 2.05174 2.53648 -2.53648
0.007389 4.56901 2.03049 2.53852 -2.53852
0.00739 4.5497 2.00915 2.54054 -2.54054
0.007391 4.53028 1.98774 2.54254 -2.54254
0.007392 4.51077 1.96625 2.54452 -2.54452
0.007393 4.49115 1.94468 2.54647 -2.54647
0.007394 4.47144 1.92303 2.54841 -2.54841
0.007395 4.45163 1.90131 2.55032 -2.55032
0.007396 4.43172 1.87951 2.55221 -2.55221
0.007397 4.41172 1.85764 2.55408 -2.55408
0.007398 4.39162 1.8357 2.55592 -2.55592
0.007399 4.37143 1.81368 2.55775 -2.55775
0.0074 4.35114 1.79159 2.55955 -2.55955
0.007401 4.33076 1.76943 2.56133 -2.56133
0.007402 4.31029 1.7472 2.56309 -2.56309
0.007403 4.28973 1.7249 2.56483 -2.56483
0.007404 4.26908 1.70254 2.56654 -2.56654
0.007405 4.24833 1.6801 2.56823 -2.56823
0.007406 4.2275 1.6576 2.5699 -2.5699
0.007407 4.20658 1.63504 2.57155 -2.57155
0.007408 4.18558 1.61241 2.57317 -2.57317
0.007409 4.16448 1.58971 2.57477 -2.57477
0.00741 4.14331 1.56696 2.57635 -2.57635
0.007411 4.12204 1.54414 2.57791 -2.57791
0.007412 4.1007 1.52126 2.57944 -2.57944
0.007413 4.07927 1.49832 2.58095 -2.58095
0.007414 4.05776 1.47532 2.58243 -2.58243
0.007415 4.03617 1.45227 2.5839 -2.5839
0.007416 4.01449 1.42915 2.58534 -2.58534
0.007417 3.99274 1.40598 2.58676 -2.58676
0.007418 3.97091 1.38276 2.58815 -2.58815
0.007419 3.949 1.35948 2.58952 -2.58952
0.00742 3.92701 1.33614 2.59087 -2.59087
0.007421 3.90495 1.31276 2.59219 -2.59219
0.007422 3.88282 1.28932 2.5935 -2.5935
0.007423 3.8606 1.26583 2.59477 -2.59477
0.007424 3.83832 1.24229 2.59603 -2.59603
0.007425 3.81596 1.2187 2.59726 -2.59726
0.007426 3.79353 1.19507 2.59846 -2.59846
0.007427 3.77103 1.17139 2.59965 -2.59965
0.007428 3.74846 1.14766 2.60081 -2.60081
0.007429 3.72582 1.12388 2.60194 -2.60194
0.00743 3.70312 1.10006 2.60305 -2.60305
0.007431 3.68034 1.0762 2.60414 -2.60414
0.007432 3.6575 1.0523 2.60521 -2.60521
0.007433 3.6346 1.02835 2.60625 -2.60625
0.007434 3.61163 1.00436 2.60726 -2.60726
0.007435 3.58859 0.980335 2.60826 -2.60826
0.007436 3.56549 0.95627 2.60922 -2.60922
0.007437 3.54234 0.932167 2.61017 -2.61017
0.007438 3.51912 0.908028 2.61109 -2.61109
0.007439 3.49584 0.883852 2.61198 -2.61198
0.00744 3.4725 0.859642 2.61286 -2.61286
0.007441 3.4491 0.835397 2.6137 -2.6137
0.007442 3.42565 0.81112 2.61453 -2.61453
0.007443 3.40214 0.786811 2.61533 -2.61533
0.007444 3.37857 0.762471 2.6161 -2.6161
0.007445 3.35495 0.7381 2.61685 -2.61685
0.007446 3.33128 0.713701 2.61758 -2.61758
0.007447 3.30755 0.689273 2.61828 -2.61828
0.007448 3.28377 0.664819 2.61896 -2.61896
0.007449 3.25995 0.640338 2.61961 -2.61961
0.00745 3.23607 0.615832 2.62024 -2.62024
0.007451 3.21214 0.591301 2.62084 -2.62084
0.007452 3.18817 0.566747 2.62142 -2.62142
0.007453 3.16414 0.542171 2.62197 -2.62197
0.007454 3.14008 0.517574 2.6225 -2.6225
0.007455 3.11596 0.492956 2.62301 -2.62301
0.007456 3.09181 0.468319 2.62349 -2.62349
0.007457 3.06761 0.443663 2.62395 -2.62395
0.007458 3.04337 0.41899 2.62438 -2.62438
0.007459 3.01908 0.3943 2.62478 -2.62478
0.00746 2.99476 0.369594 2.62517 -2.62517
0.007461 2.9704 0.344875 2.62552 -2.62552
0.007462 2.946 0.320141 2.62585 -2.62585
0.007463 2.92156 0.295395 2.62616 -2.62616
0.007464 2.89708 0.270637 2.62645 -2.62645
0.007465 2.87257 0.245869 2.6267 -2.6267
0.007466 2.84803 0.221091 2.62694 -2.62694
0.007467 2.82345 0.196304 2.62715 -2.62715
0.007468 2.79884 0.17151 2.62733 -2.62733
0.007469 2.7742 0.146709 2.62749 -2.62749
0.00747 2.74953 0.121902 2.62762 -2.62762
0.007471 2.72482 0.0970902 2.62773 -2.62773
0.007472 2.70009 0.0722747 2.62782 -2.62782
0.007473 2.67533 0.0474564 2.62788 -2.62788
0.007474 2.65055 0.0226362 2.62791 -2.62791
0.007475 2.62574 -0.0021848 2.62792 -2.62792
0.007476 2.6009 -0.0270057 2.62791 -2.62791
0.007477 2.57604 -0.0518255 2.62787 -2.62787
0.007478 2.55116 -0.0766433 2.6278 -2.6278
0.007479 2.52626 -0.101458 2.62772 -2.62772
0.00748 2.50133 -0.126269 2.6276 -2.6276
0.007481 2.47639 -0.151074 2.62746 -2.62746
0.007482 2.45143 -0.175874 2.6273 -2.6273
0.007483 2.42644 -0.200666 2.62711 -2.62711
0.007484 2.40145 -0.225451 2.6269 -2.6269
0.007485 2.37643 -0.250227 2.62666 -2.62666
0.007486 2.3514 -0.274993 2.6264 -2.6264
0.007487 2.32636 -0.299748 2.62611 -2.62611
0.007488 2.30131 -0.324491 2.6258 -2.6258
0.007489 2.27624 -0.349221 2.62546 -2.62546
0.00749 2.25116 -0.373938 2.6251 -2.6251
0.007491 2.22607 -0.398639 2.62471 -2.62471
0.007492 2.20098 -0.423325 2.6243 -2.6243
0.007493 2.17587 -0.447994 2.62387 -2.62387
0.007494 2.15076 -0.472646 2.62341 -2.62341
0.007495 2.12564 -0.497278 2.62292 -2.62292
0.007496 2.10052 -0.521891 2.62241 -2.62241
0.007497 2.07539 -0.546484 2.62188 -2.62188
0.007498 2.05026 -0.571055 2.62132 -2.62132
0.007499 2.02513 -0.595603 2.62074 -2.62074
0.0075 2 -0.620128 2.62013 -2.62013
0.007501 1.97487 -0.644628 2.6195 -2.6195
0.007502 1.94974 -0.669103 2.61884 -2.61884
0.007503 1.92461 -0.693551 2.61816 -2.61816
0.007504 1.89948 -0.717972 2.61745 -2.61745
0.007505 1.87436 -0.742364 2.61672 -2.61672
0.007506 1.84924 -0.766727 2.61597 -2.61597
0.007507 1.82413 -0.79106 2.61519 -2.61519
0.007508 1.79902 -0.815362 2.61438 -2.61438
0.007509 1.77393 -0.839631 2.61356 -2.61356
0.00751 1.74884 -0.863867 2.61271 -2.61271
0.007511 1.72376 -0.888069 2.61183 -2.61183
0.007512 1.69869 -0.912236 2.61093 -2.61093
0.007513 1.67364 -0.936367 2.61 -2.61
0.007514 1.6486 -0.960461 2.60906 -2.60906
0.007515 1.62357 -0.984517 2.60808 -2.60808
0.007516 1.59855 -1.00853 2.60709 -2.60709
0.007517 1.57356 -1.03251 2.60607 -2.60607
0.007518 1.54857 -1.05645 2.60502 -2.60502
0.007519 1.52361 -1.08034 2.60395 -2.60395
0.00752 1.49867 -1.10419 2.60286 -2.60286
0.007521 1.47374 -1.128 2.60175 -2.60175
0.007522 1.44884 -1.15177 2.60061 -2.60061
0.007523 1.42396 -1.17549 2.59944 -2.59944
0.007524 1.3991 -1.19916 2.59825 -2.59825
0.007525 1.37426 -1.22278 2.59704 -2.59704
0.007526 1.34945 -1.24636 2.59581 -2.59581
0.007527 1.32467 -1.26988 2.59455 -2.59455
0.007528 1.29991 -1.29336 2.59327 -2.59327
0.007529 1.27518 -1.31679 2.59196 -2.59196
0.00753 1.25047 -1.34016 2.59064 -2.59064
0.007531 1.2258 -1.36348 2.58928 -2.58928
0.007532 1.20116 -1.38675 2.58791 -2.58791
0.007533 1.17655 -1.40996 2.58651 -2.58651
0.007534 1.15197 -1.43312 2.58509 -2.58509
0.007535 1.12743 -1.45622 2.58364 -2.58364
0.007536 1.10292 -1.47926 2.58218 -2.58218
0.007537 1.07844 -1.50224 2.58069 -2.58069
0.007538 1.054 -1.52517 2.57917 -2.57917
0.007539 1.0296 -1.54803 2.57764 -2.57764
0.00754 1.00524 -1.57084 2.57608 -2.57608
0.007541 0.980917 -1.59358 2.57449 -2.57449
0.007542 0.956634 -1.61626 2.57289 -2.57289
0.007543 0.932392 -1.63887 2.57126 -2.57126
0.007544 0.908192 -1.66142 2.56961 -2.56961
0.007545 0.884036 -1.6839 2.56794 -2.56794
0.007546 0.859923 -1.70632 2.56624 -2.56624
0.007547 0.835855 -1.72867 2.56453 -2.56453
0.007548 0.811834 -1.75095 2.56279 -2.56279
0.007549 0.787859 -1.77317 2.56102 -2.56102
0.00755 0.763932 -1.79531 2.55924 -2.55924
0.007551 0.740054 -1.81738 2.55743 -2.55743
0.007552 0.716226 -1.83938 2.55561 -2.55561
0.007553 0.692448 -1.86131 2.55375 -2.55375
0.007554 0.668722 -1.88316 2.55188 -2.55188
0.007555 0.645048 -1.90494 2.54999 -2.54999
0.007556 0.621428 -1.92664 2.54807 -2.54807
0.007557 0.597863 -1.94827 2.54614 -2.54614
0.007558 0.574352 -1.96982 2.54418 -2.54418
0.007559 0.550899 -1.9913 2.5422 -2.5422
0.00756 0.527502 -2.01269 2.54019 -2.54019
0.007561 0.504163 -2.03401 2.53817 -2.53817
0.007562 0.480884 -2.05524 2.53613 -2.53613
0.007563 0.457664 -2.0764 2.53406 -2.53406
0.007564 0.434505 -2.09747 2.53197 -2.53197
0.007565 0.411408 -2.11846 2.52987 -2.52987
0.007566 0.388374 -2.13936 2.52774 -2.52774
0.007567 0.365404 -2.16018 2.52559 -2.52559
0.007568 0.342498 -2.18092 2.52342 -2.52342
0.007569 0.319657 -2.20157 2.52122 -2.52122
0.00757 0.296883 -2.22213 2.51901 -2.51901
0.007571 0.274176 -2.2426 2.51678 -2.51678
0.007572 0.251537 -2.26299 2.51453 -2.51453
0.007573 0.228967 -2.28329 2.51225 -2.51225
0.007574 0.206467 -2.30349 2.50996 -2.50996
0.007575 0.184038 -2.32361 2.50765 -2.50765
0.007576 0.161681 -2.34363 2.50531 -2.50531
0.007577 0.139396 -2.36356 2.50296 -2.50296
0.007578 0.117184 -2.3834 2.50059 -2.50059
0.007579 0.0950472 -2.40315 2.49819 -2.49819
0.00758 0.0729853 -2.4228 2.49578 -2.49578
0.007581 0.0509995 -2.44235 2.49335 -2.49335
0.007582 0.0290906 -2.46181 2.4909 -2.4909
0.007583 0.00725956 -2.48116 2.48842 -2.48842
0.007584 -0.0144928 -2.50043 2.48593 -2.48593
0.007585 -0.0361657 -2.51959 2.48342 -2.48342
0.007586 -0.0577582 -2.53865 2.48089 -2.48089
0.007587 -0.0792694 -2.55762 2.47835 -2.47835
0.007588 -0.100699 -2.57648 2.47578 -2.47578
0.007589 -0.122045 -2.59524 2.47319 -2.47319
0.00759 -0.143307 -2.6139 2.47059 -2.47059
0.007591 -0.164485 -2.63245 2.46797 -2.46797
0.007592 -0.185577 -2.6509 2.46532 -2.46532
0.007593 -0.206584 -2.66925 2.46266 -2.46266
