t 1 2 jL0100 jV0200 
0.003 2 0.689552 1.31045 -1.31045
0.003001 2.02513 0.713983 1.31115 -1.31115
0.003002 2.05026 0.738388 1.31188 -1.31188
0.003003 2.07539 0.762767 1.31263 -1.31263
0.003004 2.10052 0.787119 1.3134 -1.3134
0.003005 2.12564 0.811443 1.3142 -1.3142
0.003006 2.15076 0.835737 1.31502 -1.31502
0.003007 2.17587 0.860001 1.31587 -1.31587
0.003008 2.20098 0.884233 1.31674 -1.31674
0.003009 2.22607 0.908434 1.31764 -1.31764
0.00301 2.25116 0.932601 1.31856 -1.31856
0.003011 2.27624 0.956735 1.31951 -1.31951
0.003012 2.30131 0.980833 1.32047 -1.32047
0.003013 2.32636 1.0049 1.32147 -1.32147
0.003014 2.3514 1.02892 1.32248 -1.32248
0.003015 2.37643 1.05291 1.32353 -1.32353
0.003016 2.40145 1.07686 1.32459 -1.32459
0.003017 2.42644 1.10077 1.32568 -1.32568
0.003018 2.45143 1.12463 1.32679 -1.32679
0.003019 2.47639 1.14846 1.32793 -1.32793
0.00302 2.50133 1.17224 1.32909 -1.32909
0.003021 2.52626 1.19598 1.33027 -1.33027
0.003022 2.55116 1.21968 1.33148 -1.33148
0.003023 2.57604 1.24333 1.33271 -1.33271
0.003024 2.6009 1.26694 1.33397 -1.33397
0.003025 2.62574 1.29049 1.33525 -1.33525
0.003026 2.65055 1.314 1.33655 -1.33655
0.003027 2.67533 1.33746 1.33787 -1.33787
0.003028 2.70009 1.36087 1.33922 -1.33922
0.003029 2.72482 1.38423 1.3406 -1.3406
0.00303 2.74953 1.40753 1.34199 -1.34199
0.003031 2.7742 1.43079 1.34341 -1.34341
0.003032 2.79884 1.45399 1.34485 -1.34485
0.003033 2.82345 1.47713 1.34632 -1.34632
0.003034 2.84803 1.50022 1.34781 -1.34781
0.003035 2.87257 1.52325 1.34932 -1.34932
0.003036 2.89708 1.54623 1.35085 -1.35085
0.003037 2.92156 1.56915 1.35241 -1.35241
0.003038 2.946 1.592 1.35399 -1.35399
0.003039 2.9704 1.6148 1.3556 -1.3556
0.00304 2.99476 1.63754 1.35722 -1.35722
0.003041 3.01908 1.66021 1.35887 -1.35887
0.003042 3.04337 1.68282 1.36054 -1.36054
0.003043 3.06761 1.70537 1.36224 -1.36224
0.003044 3.09181 1.72786 1.36395 -1.36395
0.003045 3.11596 1.75027 1.36569 -1.36569
0.003046 3.14008 1.77262 1.36745 -1.36745
0.003047 3.16414 1.79491 1.36924 -1.36924
0.003048 3.18817 1.81712 1.37104 -1.37104
0.003049 3.21214 1.83927 1.37287 -1.37287
0.00305 3.23607 1.86135 1.37472 -1.37472
0.003051 3.25995 1.88335 1.37659 -1.37659
0.003052 3.28377 1.90529 1.37849 -1.37849
0.003053 3.30755 1.92715 1.3804 -1.3804
0.003054 3.33128 1.94894 1.38234 -1.38234
0.003055 3.35495 1.97065 1.3843 -1.3843
0.003056 3.37857 1.99229 1.38628 -1.38628
0.003057 3.40214 2.01385 1.38829 -1.38829
0.003058 3.42565 2.03534 1.39031 -1.39031
0.003059 3.4491 2.05674 1.39236 -1.39236
0.00306 3.4725 2.07807 1.39442 -1.39442
0.003061 3.49584 2.09932 1.39651 -1.39651
0.003062 3.51912 2.12049 1.39862 -1.39862
0.003063 3.54234 2.14158 1.40075 -1.40075
0.003064 3.56549 2.16259 1.40291 -1.40291
0.003065 3.58859 2.18351 1.40508 -1.40508
0.003066 3.61163 2.20435 1.40727 -1.40727
0.003067 3.6346 2.22511 1.40949 -1.40949
0.003068 3.6575 2.24578 1.41172 -1.41172
0.003069 3.68034 2.26636 1.41398 -1.41398
0.00307 3.70312 2.28686 1.41626 -1.41626
0.003071 3.72582 2.30727 1.41855 -1.41855
0.003072 3.74846 2.32759 1.42087 -1.42087
0.003073 3.77103 2.34782 1.42321 -1.42321
0.003074 3.79353 2.36797 1.42557 -1.42557
0.003075 3.81596 2.38802 1.42794 -1.42794
0.003076 3.83832 2.40798 1.43034 -1.43034
0.003077 3.8606 2.42784 1.43276 -1.43276
0.003078 3.88282 2.44762 1.4352 -1.4352
0.003079 3.90495 2.4673 1.43766 -1.43766
0.00308 3.92701 2.48688 1.44013 -1.44013
0.003081 3.949 2.50637 1.44263 -1.44263
0.003082 3.97091 2.52576 1.44515 -1.44515
0.003083 3.99274 2.54506 1.44768 -1.44768
0.003084 4.01449 2.56426 1.45024 -1.45024
0.003085 4.03617 2.58336 1.45281 -1.45281
0.003086 4.05776 2.60236 1.4554 -1.4554
0.003087 4.07927 2.62126 1.45801 -1.45801
0.003088 4.1007 2.64005 1.46064 -1.46064
0.003089 4.12204 2.65875 1.46329 -1.46329
0.00309 4.14331 2.67735 1.46596 -1.46596
0.003091 4.16449 2.69584 1.46865 -1.46865
0.003092 4.18558 2.71422 1.47135 -1.47135
0.003093 4.20658 2.73251 1.47408 -1.47408
0.003094 4.2275 2.75068 1.47682 -1.47682
0.003095 4.24833 2.76876 1.47958 -1.47958
0.003096 4.26908 2.78672 1.48236 -1.48236
0.003097 4.28973 2.80458 1.48515 -1.48515
0.003098 4.31029 2.82233 1.48796 -1.48796
0.003099 4.33076 2.83997 1.4908 -1.4908
0.0031 4.35114 2.8575 1.49364 -1.49364
0.003101 4.37143 2.87492 1.49651 -1.49651
0.003102 4.39162 2.89223 1.49939 -1.49939
0.003103 4.41172 2.90942 1.5023 -1.5023
0.003104 4.43172 2.92651 1.50521 -1.50521
0.003105 4.45163 2.94348 1.50815 -1.50815
0.003106 4.47144 2.96034 1.5111 -1.5111
0.003107 4.49115 2.97708 1.51407 -1.51407
0.003108 4.51077 2.99371 1.51705 -1.51705
0.003109 4.53028 3.01022 1.52006 -1.52006
0.00311 4.5497 3.02662 1.52307 -1.52307
0.003111 4.56901 3.0429 1.52611 -1.52611
0.003112 4.58822 3.05906 1.52916 -1.52916
0.003113 4.60733 3.07511 1.53223 -1.53223
0.003114 4.62634 3.09103 1.53531 -1.53531
0.003115 4.64525 3.10684 1.53841 -1.53841
0.003116 4.66405 3.12252 1.54152 -1.54152
0.003117 4.68274 3.13809 1.54465 -1.54465
0.003118 4.70133 3.15353 1.5478 -1.5478
0.003119 4.71981 3.16885 1.55096 -1.55096
0.00312 4.73819 3.18405 1.55414 -1.55414
0.003121 4.75646 3.19913 1.55733 -1.55733
0.003122 4.77461 3.21408 1.56054 -1.56054
0.003123 4.79266 3.2289 1.56376 -1.56376
0.003124 4.8106 3.24361 1.56699 -1.56699
0.003125 4.82843 3.25818 1.57024 -1.57024
0.003126 4.84614 3.27263 1.57351 -1.57351
0.003127 4.86375 3.28696 1.57679 -1.57679
0.003128 4.88124 3.30115 1.58008 -1.58008
0.003129 4.89861 3.31522 1.58339 -1.58339
0.00313 4.91587 3.32916 1.58671 -1.58671
0.003131 4.93302 3.34297 1.59005 -1.59005
0.003132 4.95005 3.35665 1.5934 -1.5934
0.003133 4.96697 3.3702 1.59676 -1.59676
0.003134 4.98376 3.38362 1.60014 -1.60014
0.003135 5.00044 3.39691 1.60353 -1.60353
0.003136 5.01701 3.41007 1.60693 -1.60693
0.003137 5.03345 3.4231 1.61035 -1.61035
0.003138 5.04977 3.43599 1.61378 -1.61378
0.003139 5.06597 3.44875 1.61722 -1.61722
0.00314 5.08205 3.46137 1.62068 -1.62068
0.003141 5.09801 3.47387 1.62415 -1.62415
0.003142 5.11385 3.48622 1.62763 -1.62763
0.003143 5.12956 3.49845 1.63112 -1.63112
0.003144 5.14515 3.51053 1.63462 -1.63462
0.003145 5.16062 3.52248 1.63814 -1.63814
0.003146 5.17596 3.53429 1.64167 -1.64167
0.003147 5.19118 3.54597 1.64521 -1.64521
0.003148 5.20627 3.55751 1.64876 -1.64876
0.003149 5.22123 3.56891 1.65232 -1.65232
0.00315 5.23607 3.58017 1.6559 -1.6559
0.003151 5.25078 3.59129 1.65948 -1.65948
0.003152 5.26536 3.60228 1.66308 -1.66308
0.003153 5.27981 3.61312 1.66669 -1.66669
0.003154 5.29413 3.62382 1.67031 -1.67031
0.003155 5.30832 3.63439 1.67393 -1.67393
0.003156 5.32238 3.64481 1.67757 -1.67757
0.003157 5.33631 3.65509 1.68122 -1.68122
0.003158 5.35011 3.66523 1.68488 -1.68488
0.003159 5.36378 3.67522 1.68855 -1.68855
0.00316 5.37731 3.68508 1.69223 -1.69223
0.003161 5.39071 3.69479 1.69592 -1.69592
0.003162 5.40398 3.70435 1.69962 -1.69962
0.003163 5.41711 3.71378 1.70333 -1.70333
0.003164 5.43011 3.72305 1.70705 -1.70705
0.003165 5.44297 3.73219 1.71078 -1.71078
0.003166 5.45569 3.74118 1.71452 -1.71452
0.003167 5.46828 3.75002 1.71826 -1.71826
0.003168 5.48074 3.75872 1.72202 -1.72202
0.003169 5.49305 3.76727 1.72578 -1.72578
0.00317 5.50523 3.77568 1.72955 -1.72955
0.003171 5.51727 3.78393 1.73333 -1.73333
0.003172 5.52916 3.79205 1.73712 -1.73712
0.003173 5.54093 3.80001 1.74091 -1.74091
0.003174 5.55255 3.80783 1.74472 -1.74472
0.003175 5.56403 3.8155 1.74853 -1.74853
0.003176 5.57537 3.82302 1.75235 -1.75235
0.003177 5.58656 3.83039 1.75618 -1.75618
0.003178 5.59762 3.83761 1.76001 -1.76001
0.003179 5.60854 3.84468 1.76385 -1.76385
0.00318 5.61931 3.85161 1.7677 -1.7677
0.003181 5.62994 3.85838 1.77155 -1.77155
0.003182 5.64042 3.86501 1.77542 -1.77542
0.003183 5.65077 3.87148 1.77928 -1.77928
0.003184 5.66096 3.87781 1.78316 -1.78316
0.003185 5.67102 3.88398 1.78704 -1.78704
0.003186 5.68093 3.89 1.79093 -1.79093
0.003187 5.69069 3.89587 1.79482 -1.79482
0.003188 5.70031 3.90159 1.79872 -1.79872
0.003189 5.70978 3.90716 1.80262 -1.80262
0.00319 5.71911 3.91257 1.80653 -1.80653
0.003191 5.72828 3.91784 1.81045 -1.81045
0.003192 5.73732 3.92295 1.81437 -1.81437
0.003193 5.7462 3.92791 1.81829 -1.81829
0.003194 5.75494 3.93271 1.82222 -1.82222
0.003195 5.76352 3.93736 1.82616 -1.82616
0.003196 5.77196 3.94186 1.8301 -1.8301
0.003197 5.78025 3.94621 1.83404 -1.83404
0.003198 5.78839 3.9504 1.83799 -1.83799
0.003199 5.79638 3.95444 1.84194 -1.84194
0.0032 5.80423 3.95833 1.8459 -1.8459
0.003201 5.81192 3.96206 1.84986 -1.84986
0.003202 5.81946 3.96563 1.85382 -1.85382
0.003203 5.82685 3.96906 1.85779 -1.85779
0.003204 5.83409 3.97233 1.86176 -1.86176
0.003205 5.84117 3.97544 1.86574 -1.86574
0.003206 5.84811 3.9784 1.86971 -1.86971
0.003207 5.85489 3.9812 1.87369 -1.87369
0.003208 5.86153 3.98385 1.87767 -1.87767
0.003209 5.86801 3.98635 1.88166 -1.88166
0.00321 5.87433 3.98869 1.88565 -1.88565
0.003211 5.88051 3.99087 1.88964 -1.88964
0.003212 5.88653 3.9929 1.89363 -1.89363
0.003213 5.89239 3.99477 1.89762 -1.89762
0.003214 5.89811 3.99649 1.90162 -1.90162
0.003215 5.90367 3.99805 1.90562 -1.90562
0.003216 5.90907 3.99946 1.90961 -1.90961
0.003217 5.91432 4.00071 1.91361 -1.91361
0.003218 5.91942 4.0018 1.91762 -1.91762
0.003219 5.92436 4.00274 1.92162 -1.92162
0.00322 5.92915 4.00353 1.92562 -1.92562
0.003221 5.93378 4.00416 1.92963 -1.92963
0.003222 5.93826 4.00463 1.93363 -1.93363
0.003223 5.94258 4.00494 1.93763 -1.93763
0.003224 5.94674 4.0051 1.94164 -1.94164
0.003225 5.95075 4.00511 1.94564 -1.94564
0.003226 5.95461 4.00496 1.94965 -1.94965
0.003227 5.9583 4.00465 1.95365 -1.95365
0.003228 5.96185 4.00419 1.95766 -1.95766
0.003229 5.96523 4.00357 1.96166 -1.96166
0.00323 5.96846 4.00279 1.96567 -1.96567
0.003231 5.97153 4.00186 1.96967 -1.96967
0.003232 5.97445 4.00078 1.97367 -1.97367
0.003233 5.9772 3.99953 1.97767 -1.97767
0.003234 5.9798 3.99814 1.98167 -1.98167
0.003235 5.98225 3.99658 1.98567 -1.98567
0.003236 5.98453 3.99487 1.98966 -1.98966
0.003237 5.98666 3.99301 1.99366 -1.99366
0.003238 5.98864 3.99099 1.99765 -1.99765
0.003239 5.99045 3.98881 2.00164 -2.00164
0.00324 5.99211 3.98648 2.00563 -2.00563
0.003241 5.99361 3.984 2.00961 -2.00961
0.003242 5.99495 3.98135 2.01359 -2.01359
0.003243 5.99613 3.97856 2.01757 -2.01757
0.003244 5.99716 3.97561 2.02155 -2.02155
0.003245 5.99803 3.9725 2.02552 -2.02552
0.003246 5.99874 3.96924 2.0295 -2.0295
0.003247 5.99929 3.96583 2.03346 -2.03346
0.003248 5.99968 3.96226 2.03743 -2.03743
0.003249 5.99992 3.95853 2.04139 -2.04139
0.00325 6 3.95466 2.04534 -2.04534
0.003251 5.99992 3.95062 2.0493 -2.0493
0.003252 5.99968 3.94644 2.05324 -2.05324
0.003253 5.99929 3.9421 2.05719 -2.05719
0.003254 5.99874 3.93761 2.06113 -2.06113
0.003255 5.99803 3.93296 2.06506 -2.06506
0.003256 5.99716 3.92816 2.06899 -2.06899
0.003257 5.99613 3.92321 2.07292 -2.07292
0.003258 5.99495 3.91811 2.07684 -2.07684
0.003259 5.99361 3.91285 2.08076 -2.08076
0.00326 5.99211 3.90744 2.08467 -2.08467
0.003261 5.99045 3.90188 2.08857 -2.08857
0.003262 5.98864 3.89617 2.09247 -2.09247
0.003263 5.98666 3.8903 2.09636 -2.09636
0.003264 5.98453 3.88428 2.10025 -2.10025
0.003265 5.98225 3.87812 2.10413 -2.10413
0.003266 5.9798 3.8718 2.10801 -2.10801
0.003267 5.9772 3.86533 2.11188 -2.11188
0.003268 5.97445 3.85871 2.11574 -2.11574
0.003269 5.97153 3.85194 2.11959 -2.11959
0.00327 5.96846 3.84502 2.12344 -2.12344
0.003271 5.96523 3.83795 2.12728 -2.12728
0.003272 5.96185 3.83073 2.13112 -2.13112
0.003273 5.9583 3.82336 2.13494 -2.13494
0.003274 5.95461 3.81584 2.13876 -2.13876
0.003275 5.95075 3.80818 2.14258 -2.14258
0.003276 5.94674 3.80036 2.14638 -2.14638
0.003277 5.94258 3.7924 2.15018 -2.15018
0.003278 5.93826 3.78429 2.15396 -2.15396
0.003279 5.93378 3.77604 2.15775 -2.15775
0.00328 5.92915 3.76763 2.16152 -2.16152
0.003281 5.92436 3.75908 2.16528 -2.16528
0.003282 5.91942 3.75039 2.16904 -2.16904
0.003283 5.91432 3.74154 2.17278 -2.17278
0.003284 5.90907 3.73255 2.17652 -2.17652
0.003285 5.90367 3.72342 2.18025 -2.18025
0.003286 5.89811 3.71414 2.18396 -2.18396
0.003287 5.89239 3.70472 2.18767 -2.18767
0.003288 5.88653 3.69515 2.19137 -2.19137
0.003289 5.88051 3.68544 2.19506 -2.19506
0.00329 5.87433 3.67559 2.19874 -2.19874
0.003291 5.86801 3.66559 2.20242 -2.20242
0.003292 5.86153 3.65545 2.20608 -2.20608
0.003293 5.85489 3.64517 2.20973 -2.20973
0.003294 5.84811 3.63474 2.21337 -2.21337
0.003295 5.84117 3.62418 2.217 -2.217
0.003296 5.83409 3.61347 2.22061 -2.22061
0.003297 5.82685 3.60263 2.22422 -2.22422
0.003298 5.81946 3.59164 2.22782 -2.22782
0.003299 5.81192 3.58051 2.23141 -2.23141
0.0033 5.80423 3.56925 2.23498 -2.23498
0.003301 5.79638 3.55784 2.23854 -2.23854
0.003302 5.78839 3.5463 2.2421 -2.2421
0.003303 5.78025 3.53462 2.24564 -2.24564
0.003304 5.77196 3.5228 2.24917 -2.24917
0.003305 5.76352 3.51084 2.25268 -2.25268
0.003306 5.75494 3.49875 2.25619 -2.25619
0.003307 5.7462 3.48652 2.25968 -2.25968
0.003308 5.73732 3.47416 2.26316 -2.26316
0.003309 5.72828 3.46166 2.26663 -2.26663
0.00331 5.71911 3.44902 2.27008 -2.27008
0.003311 5.70978 3.43625 2.27353 -2.27353
0.003312 5.70031 3.42335 2.27696 -2.27696
0.003313 5.69069 3.41032 2.28037 -2.28037
0.003314 5.68093 3.39715 2.28378 -2.28378
0.003315 5.67102 3.38385 2.28717 -2.28717
0.003316 5.66096 3.37042 2.29054 -2.29054
0.003317 5.65077 3.35686 2.29391 -2.29391
0.003318 5.64042 3.34317 2.29726 -2.29726
0.003319 5.62994 3.32934 2.30059 -2.30059
0.00332 5.61931 3.31539 2.30392 -2.30392
0.003321 5.60854 3.30131 2.30722 -2.30722
0.003322 5.59762 3.2871 2.31052 -2.31052
0.003323 5.58656 3.27277 2.3138 -2.3138
0.003324 5.57537 3.2583 2.31706 -2.31706
0.003325 5.56403 3.24371 2.32032 -2.32032
0.003326 5.55255 3.22899 2.32355 -2.32355
0.003327 5.54093 3.21415 2.32677 -2.32677
0.003328 5.52916 3.19918 2.32998 -2.32998
0.003329 5.51727 3.18409 2.33317 -2.33317
0.00333 5.50523 3.16888 2.33635 -2.33635
0.003331 5.49305 3.15354 2.33951 -2.33951
0.003332 5.48074 3.13808 2.34266 -2.34266
0.003333 5.46828 3.1225 2.34579 -2.34579
0.003334 5.45569 3.10679 2.3489 -2.3489
0.003335 5.44297 3.09097 2.352 -2.352
0.003336 5.43011 3.07502 2.35508 -2.35508
0.003337 5.41711 3.05896 2.35815 -2.35815
0.003338 5.40398 3.04278 2.3612 -2.3612
0.003339 5.39071 3.02648 2.36423 -2.36423
0.00334 5.37731 3.01006 2.36725 -2.36725
0.003341 5.36378 2.99352 2.37025 -2.37025
0.003342 5.35011 2.97687 2.37324 -2.37324
0.003343 5.33631 2.96011 2.37621 -2.37621
0.003344 5.32238 2.94322 2.37916 -2.37916
0.003345 5.30832 2.92623 2.38209 -2.38209
0.003346 5.29413 2.90912 2.38501 -2.38501
0.003347 5.27981 2.8919 2.38791 -2.38791
0.003348 5.26536 2.87456 2.3908 -2.3908
0.003349 5.25078 2.85711 2.39366 -2.39366
0.00335 5.23607 2.83956 2.39651 -2.39651
0.003351 5.22123 2.82189 2.39934 -2.39934
0.003352 5.20627 2.80411 2.40215 -2.40215
0.003353 5.19118 2.78623 2.40495 -2.40495
0.003354 5.17596 2.76824 2.40773 -2.40773
0.003355 5.16062 2.75013 2.41049 -2.41049
0.003356 5.14515 2.73193 2.41323 -2.41323
0.003357 5.12956 2.71361 2.41595 -2.41595
0.003358 5.11385 2.6952 2.41865 -2.41865
0.003359 5.09801 2.67667 2.42134 -2.42134
0.00336 5.08205 2.65805 2.42401 -2.42401
0.003361 5.06597 2.63932 2.42666 -2.42666
0.003362 5.04977 2.62048 2.42929 -2.42929
0.003363 5.03345 2.60155 2.4319 -2.4319
0.003364 5.01701 2.58252 2.43449 -2.43449
0.003365 5.00044 2.56338 2.43706 -2.43706
0.003366 4.98376 2.54415 2.43962 -2.43962
0.003367 4.96697 2.52482 2.44215 -2.44215
0.003368 4.95005 2.50539 2.44466 -2.44466
0.003369 4.93302 2.48586 2.44716 -2.44716
0.00337 4.91587 2.46624 2.44964 -2.44964
0.003371 4.89861 2.44652 2.45209 -2.45209
0.003372 4.88124 2.42671 2.45453 -2.45453
0.003373 4.86375 2.4068 2.45695 -2.45695
0.003374 4.84614 2.3868 2.45934 -2.45934
0.003375 4.82843 2.36671 2.46172 -2.46172
0.003376 4.8106 2.34652 2.46408 -2.46408
0.003377 4.79266 2.32625 2.46641 -2.46641
0.003378 4.77461 2.30588 2.46873 -2.46873
0.003379 4.75646 2.28543 2.47102 -2.47102
0.00338 4.73819 2.26489 2.4733 -2.4733
0.003381 4.71981 2.24426 2.47555 -2.47555
0.003382 4.70133 2.22354 2.47779 -2.47779
0.003383 4.68274 2.20274 2.48 -2.48
0.003384 4.66405 2.18185 2.48219 -2.48219
0.003385 4.64525 2.16088 2.48436 -2.48436
0.003386 4.62634 2.13983 2.48652 -2.48652
0.003387 4.60733 2.11869 2.48864 -2.48864
0.003388 4.58822 2.09747 2.49075 -2.49075
0.003389 4.56901 2.07617 2.49284 -2.49284
0.00339 4.5497 2.05479 2.4949 -2.4949
0.003391 4.53028 2.03333 2.49695 -2.49695
0.003392 4.51077 2.01179 2.49897 -2.49897
0.003393 4.49115 1.99018 2.50097 -2.50097
0.003394 4.47144 1.96849 2.50295 -2.50295
0.003395 4.45163 1.94672 2.50491 -2.50491
0.003396 4.43172 1.92488 2.50685 -2.50685
0.003397 4.41172 1.90296 2.50876 -2.50876
0.003398 4.39162 1.88097 2.51065 -2.51065
0.003399 4.37143 1.85891 2.51252 -2.51252
0.0034 4.35114 1.83677 2.51437 -2.51437
0.003401 4.33076 1.81457 2.51619 -2.51619
0.003402 4.31029 1.79229 2.518 -2.518
0.003403 4.28973 1.76995 2.51978 -2.51978
0.003404 4.26908 1.74754 2.52154 -2.52154
0.003405 4.24833 1.72506 2.52327 -2.52327
0.003406 4.2275 1.70251 2.52499 -2.52499
0.003407 4.20658 1.6799 2.52668 -2.52668
0.003408 4.18558 1.65723 2.52835 -2.52835
0.003409 4.16448 1.63449 2.52999 -2.52999
0.00341 4.14331 1.61169 2.53162 -2.53162
0.003411 4.12204 1.58883 2.53322 -2.53322
0.003412 4.1007 1.5659 2.53479 -2.53479
0.003413 4.07927 1.54292 2.53635 -2.53635
0.003414 4.05776 1.51988 2.53788 -2.53788
0.003415 4.03617 1.49678 2.53939 -2.53939
0.003416 4.01449 1.47362 2.54087 -2.54087
0.003417 3.99274 1.4504 2.54234 -2.54234
0.003418 3.97091 1.42713 2.54377 -2.54377
0.003419 3.949 1.40381 2.54519 -2.54519
0.00342 3.92701 1.38043 2.54658 -2.54658
0.003421 3.90495 1.357 2.54795 -2.54795
0.003422 3.88282 1.33352 2.5493 -2.5493
0.003423 3.8606 1.30999 2.55062 -2.55062
0.003424 3.83832 1.2864 2.55192 -2.55192
0.003425 3.81596 1.26277 2.55319 -2.55319
0.003426 3.79353 1.23909 2.55444 -2.55444
0.003427 3.77103 1.21536 2.55567 -2.55567
0.003428 3.74846 1.19159 2.55687 -2.55687
0.003429 3.72582 1.16777 2.55805 -2.55805
0.00343 3.70312 1.14391 2.55921 -2.55921
0.003431 3.68034 1.12 2.56034 -2.56034
0.003432 3.6575 1.09605 2.56145 -2.56145
0.003433 3.6346 1.07206 2.56253 -2.56253
0.003434 3.61163 1.04803 2.56359 -2.56359
0.003435 3.58859 1.02396 2.56463 -2.56463
0.003436 3.56549 0.999855 2.56564 -2.56564
0.003437 3.54234 0.975708 2.56663 -2.56663
0.003438 3.51912 0.951525 2.56759 -2.56759
0.003439 3.49584 0.927306 2.56853 -2.56853
0.00344 3.4725 0.903052 2.56945 -2.56945
0.003441 3.4491 0.878765 2.57034 -2.57034
0.003442 3.42565 0.854444 2.5712 -2.5712
0.003443 3.40214 0.830092 2.57205 -2.57205
0.003444 3.37857 0.805708 2.57286 -2.57286
0.003445 3.35495 0.781295 2.57366 -2.57366
0.003446 3.33128 0.756852 2.57443 -2.57443
0.003447 3.30755 0.732381 2.57517 -2.57517
0.003448 3.28377 0.707884 2.57589 -2.57589
0.003449 3.25995 0.68336 2.57659 -2.57659
0.00345 3.23607 0.65881 2.57726 -2.57726
0.003451 3.21214 0.634237 2.5779 -2.5779
0.003452 3.18817 0.60964 2.57853 -2.57853
0.003453 3.16414 0.585021 2.57912 -2.57912
0.003454 3.14008 0.560381 2.5797 -2.5797
0.003455 3.11596 0.53572 2.58024 -2.58024
0.003456 3.09181 0.51104 2.58077 -2.58077
0.003457 3.06761 0.486342 2.58127 -2.58127
0.003458 3.04337 0.461626 2.58174 -2.58174
0.003459 3.01908 0.436894 2.58219 -2.58219
0.00346 2.99476 0.412146 2.58261 -2.58261
0.003461 2.9704 0.387383 2.58301 -2.58301
0.003462 2.946 0.362607 2.58339 -2.58339
0.003463 2.92156 0.337819 2.58374 -2.58374
0.003464 2.89708 0.313019 2.58406 -2.58406
0.003465 2.87257 0.288208 2.58436 -2.58436
0.003466 2.84803 0.263388 2.58464 -2.58464
0.003467 2.82345 0.238559 2.58489 -2.58489
0.003468 2.79884 0.213722 2.58512 -2.58512
0.003469 2.7742 0.188879 2.58532 -2.58532
0.00347 2.74953 0.16403 2.5855 -2.5855
0.003471 2.72482 0.139176 2.58565 -2.58565
0.003472 2.70009 0.114318 2.58577 -2.58577
0.003473 2.67533 0.089458 2.58588 -2.58588
0.003474 2.65055 0.0645959 2.58595 -2.58595
0.003475 2.62574 0.0397329 2.586 -2.586
0.003476 2.6009 0.0148701 2.58603 -2.58603
0.003477 2.57604 -0.00999158 2.58603 -2.58603
0.003478 2.55116 -0.0348511 2.58601 -2.58601
0.003479 2.52626 -0.0597076 2.58596 -2.58596
0.00348 2.50133 -0.0845599 2.58589 -2.58589
0.003481 2.47639 -0.109407 2.5858 -2.5858
0.003482 2.45143 -0.134249 2.58567 -2.58567
0.003483 2.42644 -0.159083 2.58553 -2.58553
0.003484 2.40145 -0.183909 2.58536 -2.58536
0.003485 2.37643 -0.208726 2.58516 -2.58516
0.003486 2.3514 -0.233534 2.58494 -2.58494
0.003487 2.32636 -0.25833 2.58469 -2.58469
0.003488 2.30131 -0.283115 2.58442 -2.58442
0.003489 2.27624 -0.307886 2.58413 -2.58413
0.00349 2.25116 -0.332644 2.58381 -2.58381
0.003491 2.22607 -0.357387 2.58346 -2.58346
0.003492 2.20098 -0.382114 2.58309 -2.58309
0.003493 2.17587 -0.406824 2.5827 -2.5827
0.003494 2.15076 -0.431517 2.58228 -2.58228
0.003495 2.12564 -0.456191 2.58183 -2.58183
0.003496 2.10052 -0.480845 2.58137 -2.58137
0.003497 2.07539 -0.505478 2.58087 -2.58087
0.003498 2.05026 -0.53009 2.58035 -2.58035
0.003499 2.02513 -0.554679 2.57981 -2.57981
0.0035 2 -0.579245 2.57924 -2.57924
0.003501 1.97487 -0.603786 2.57865 -2.57865
0.003502 1.94974 -0.628302 2.57804 -2.57804
0.003503 1.92461 -0.652791 2.5774 -2.5774
0.003504 1.89948 -0.677252 2.57673 -2.57673
0.003505 1.87436 -0.701685 2.57604 -2.57604
0.003506 1.84924 -0.726089 2.57533 -2.57533
0.003507 1.82413 -0.750463 2.57459 -2.57459
0.003508 1.79902 -0.774805 2.57383 -2.57383
0.003509 1.77393 -0.799115 2.57304 -2.57304
0.00351 1.74884 -0.823391 2.57223 -2.57223
0.003511 1.72376 -0.847634 2.57139 -2.57139
0.003512 1.69869 -0.871841 2.57053 -2.57053
0.003513 1.67364 -0.896013 2.56965 -2.56965
0.003514 1.6486 -0.920147 2.56874 -2.56874
0.003515 1.62357 -0.944243 2.56781 -2.56781
0.003516 1.59855 -0.9683 2.56685 -2.56685
0.003517 1.57356 -0.992318 2.56587 -2.56587
0.003518 1.54857 -1.01629 2.56487 -2.56487
0.003519 1.52361 -1.04023 2.56384 -2.56384
0.00352 1.49867 -1.06412 2.56279 -2.56279
0.003521 1.47374 -1.08797 2.56171 -2.56171
0.003522 1.44884 -1.11177 2.56061 -2.56061
0.003523 1.42396 -1.13553 2.55949 -2.55949
0.003524 1.3991 -1.15924 2.55834 -2.55834
0.003525 1.37426 -1.18291 2.55717 -2.55717
0.003526 1.34945 -1.20652 2.55598 -2.55598
0.003527 1.32467 -1.23009 2.55476 -2.55476
0.003528 1.29991 -1.25361 2.55352 -2.55352
0.003529 1.27518 -1.27707 2.55225 -2.55225
0.00353 1.25047 -1.30049 2.55096 -2.55096
0.003531 1.2258 -1.32385 2.54965 -2.54965
0.003532 1.20116 -1.34715 2.54831 -2.54831
0.003533 1.17655 -1.37041 2.54696 -2.54696
0.003534 1.15197 -1.3936 2.54557 -2.54557
0.003535 1.12743 -1.41674 2.54417 -2.54417
